
NVIDIA Corporation,Last: 544.43,Change:  1.94
"Date: December 7, 2020, 6:59 PM EST",Bid: 542,Ask: 544.27,Size: 1*1,"Volume: 2,478,620"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 11 2020,NVDA201211C00500000,39.9249992370606,4.075,43.8,45.05,22,0.02,0.9999,0,81,500.00,NVDA201211P00500000,0.989999979734421,-0.69,0.3,0.31,1009,0.441,-0.0323,0.0029,1752
Fri Dec 11 2020,NVDA201211C00502500,38.1499996185303,0,39.9,43.75,0,0.02,1,0.0032,30,502.50,NVDA201211P00502500,1.13499999046326,-0.785,0.2,0.36,265,0.44,-0.0397,0.0034,447
Fri Dec 11 2020,NVDA201211C00505000,35.2750015258789,8.445,37.4,40.1,2,0.02,1,0.0036,119,505.00,NVDA201211P00505000,1.34499996900558,-0.875,0.22,0.43,440,0.4315,-0.0467,0.004,1047
Fri Dec 11 2020,NVDA201211C00507500,33.3250007629394,2.585,34.95,38.45,2,0.02,1,0.0043,22,507.50,NVDA201211P00507500,1.59499996900558,-1.095,0.24,0.54,475,0.4243,-0.0553,0.0046,518
Fri Dec 11 2020,NVDA201211C00510000,31.3249998092651,2.515,33.85,35.45,59,0.02,0.9576,0.0043,2453,510.00,NVDA201211P00510000,1.86000001430511,-1.31,0.45,0.61,1298,0.4169,-0.0654,0.0053,1974
Fri Dec 11 2020,NVDA201211C00512500,29,0.75,30.05,32.85,8,0.02,1,0.0018,28,512.50,NVDA201211P00512500,2.20500004291534,-1.475,0.5,0.72,651,0.4119,-0.0785,0.0062,588
Fri Dec 11 2020,NVDA201211C00515000,27.125,0.985,27.7,30.85,33,0.02,1,0.0045,140,515.00,NVDA201211P00515000,2.625,-1.805,0.75,0.93,1885,0.4083,-0.0944,0.0072,789
Fri Dec 11 2020,NVDA201211C00517500,25.0250005722046,0.475,25.3,28.5,18,0.02,0.9692,0.0047,58,517.50,NVDA201211P00517500,3.07000005245209,-2.04,0.78,1.13,539,0.405,-0.113,0.0083,341
Fri Dec 11 2020,NVDA201211C00520000,23.0249996185303,1.275,23.9,26.05,51,0.02,0.923,0.0082,2113,520.00,NVDA201211P00520000,3.60000002384186,-2.24,1.11,1.34,1246,0.4027,-0.1349,0.0094,1385
Fri Dec 11 2020,NVDA201211C00522500,20.7749996185303,1.125,20.9,24.5,70,0.02,0.9005,0.0099,130,522.50,NVDA201211P00522500,4.17499995231628,-2.145,1.21,1.73,533,0.4021,-0.1607,0.0106,252
Fri Dec 11 2020,NVDA201211C00525000,19.2250003814697,0.775,18.8,22,195,0.02,1,0.0118,237,525.00,NVDA201211P00525000,4.90000009536743,-2.88,1.72,2.19,1660,0.4014,-0.1894,0.0118,942
Fri Dec 11 2020,NVDA201211C00527500,17.6000003814697,0.65,18.7,19.6,53,0.2468,0.8899,0.0133,124,527.50,NVDA201211P00527500,5.67500019073486,-2.975,2.03,2.64,486,0.402,-0.2217,0.0129,265
Fri Dec 11 2020,NVDA201211C00530000,16.0999994277954,0.55,16.95,17.75,698,0.2691,0.8315,0.0163,1614,530.00,NVDA201211P00530000,6.54999995231628,-3.45,2.86,3.2,1084,0.4036,-0.2583,0.014,928
Fri Dec 11 2020,NVDA201211C00532500,14.4000000953674,0.55,15.15,15.7,154,0.287,0.7722,0.0184,372,532.50,NVDA201211P00532500,7.54999995231628,-3.65,3.5,3.9,315,0.4061,-0.2952,0.0149,289
Fri Dec 11 2020,NVDA201211C00535000,13.0500001907349,0.12,12.9,14.05,214,0.2895,0.7209,0.0203,430,535.00,NVDA201211P00535000,8.5499997138977,-3.85,4.3,4.55,1205,0.4084,-0.335,0.0156,672
Fri Dec 11 2020,NVDA201211C00537500,11.7000002861023,-0.55,11.85,12.6,163,0.3042,0.6603,0.021,295,537.50,NVDA201211P00537500,9.80000019073486,-4.15,5.2,5.7,328,0.414,-0.3768,0.016,361
Fri Dec 11 2020,NVDA201211C00540000,10.4250001907349,-0.325,10.2,10.85,1126,0.3089,0.6043,0.0218,1962,540.00,NVDA201211P00540000,10.9499998092651,-4.3,5.75,6.55,1238,0.4169,-0.4184,0.0164,843
Fri Dec 11 2020,NVDA201211C00542500,9.34999990463257,-0.36,8.85,9.5,873,0.3212,0.5456,0.0216,2232,542.50,NVDA201211P00542500,12.4499998092651,-4.52,6.95,7.9,722,0.4184,-0.4599,0.0166,213
Fri Dec 11 2020,NVDA201211C00545000,8.25,-0.2,7.95,8.25,2644,0.3244,0.4933,0.0215,853,545.00,NVDA201211P00545000,13.7999997138977,-4.8,8.3,9.15,1438,0.423,-0.5014,0.0165,667
Fri Dec 11 2020,NVDA201211C00547500,7.27500009536743,-0.375,6.45,7.55,1017,0.3358,0.4425,0.0205,524,547.50,NVDA201211P00547500,15.25,-4.01,9.45,12.2,291,0.4319,-0.5411,0.0161,82
Fri Dec 11 2020,NVDA201211C00550000,6.375,-0.475,5.8,5.95,6013,0.3385,0.3931,0.0199,1990,550.00,NVDA201211P00550000,16.9749994277954,-4.875,11.2,12.15,598,0.4387,-0.5792,0.0156,516
Fri Dec 11 2020,NVDA201211C00552500,5.59999990463257,-0.5,4.8,5.6,643,0.3463,0.3486,0.0187,243,552.50,NVDA201211P00552500,18.8000001907349,-3.8,12.85,16.35,86,0.4493,-0.6142,0.0149,75
Fri Dec 11 2020,NVDA201211C00555000,4.92499995231628,-0.725,4.05,4.5,1869,0.3467,0.3042,0.0176,563,555.00,NVDA201211P00555000,20.7250003814697,-3.925,14.35,18,102,0.4506,-0.6496,0.0144,157
Fri Dec 11 2020,NVDA201211C00557500,4.29999995231628,-0.8,3.45,4,673,0.3522,0.2659,0.0163,187,557.50,NVDA201211P00557500,22.875,-3.315,16.3,20,28,0.4696,-0.6765,0.0134,68
Fri Dec 11 2020,NVDA201211C00560000,3.72500002384186,-0.725,2.97,3.05,3927,0.357,0.2309,0.0149,1625,560.00,NVDA201211P00560000,24.1750001907349,-4.225,18.5,21.9,114,0.4949,-0.6977,0.0123,268
Fri Dec 11 2020,NVDA201211C00562500,3.22499990463257,-0.755,2.4,2.86,302,0.3609,0.1991,0.0135,203,562.50,NVDA201211P00562500,26.8999996185303,-5.95,20.1,23.95,7,0.4827,-0.7333,0.0119,45
Fri Dec 11 2020,NVDA201211C00565000,2.80499994754791,-0.765,1.98,2.1,1075,0.3649,0.1708,0.0122,567,565.00,NVDA201211P00565000,28.2749996185303,-5.625,22,25.75,2,0.4979,-0.7531,0.0111,107
Fri Dec 11 2020,NVDA201211C00567500,2.41999995708466,-0.67,1.63,2.01,265,0.3694,0.1463,0.0108,156,567.50,NVDA201211P00567500,31.0249996185303,-6.675,23.65,27.95,6,0.498,-0.7789,0.0104,18
Fri Dec 11 2020,NVDA201211C00570000,2.11000001430511,-0.69,1.49,1.5,2470,0.3741,0.1249,0.0096,1027,570.00,NVDA201211P00570000,33.1499996185303,-3.15,26.15,28.1,21,0.5108,-0.7966,0.0097,84
Fri Dec 11 2020,NVDA201211C00572500,1.81999999284744,-0.63,1.13,1.5,525,0.3796,0.1061,0.0084,339,572.50,NVDA201211P00572500,35.2250003814697,0,29,32.3,0,0.5395,-0.8051,0.0089,35
Fri Dec 11 2020,NVDA201211C00575000,1.6149999499321,-0.645,1,1.03,1761,0.3856,0.09,0.0074,961,575.00,NVDA201211P00575000,37.6749992370606,-7.475,31.05,34.5,22,0.5997,-0.7986,0.0082,88
Fri Dec 11 2020,NVDA201211C00580000,1.21499997377396,-0.365,0.7,0.85,1574,0.394,0.0655,0.0057,1160,580.00,NVDA201211P00580000,42.625,-8.625,34.5,39,7,0.5893,-0.8395,0.0072,13
Fri Dec 11 2020,NVDA201211C00585000,0.919999986886978,-0.44,0.44,0.5,377,0.407,0.0474,0.0042,459,585.00,NVDA201211P00585000,46.75,-7.85,40.25,43.7,16,0.6197,-0.8582,0.0063,21
Fri Dec 11 2020,NVDA201211C00590000,0.719999998807907,-0.39,0.31,0.41,978,0.4186,0.0353,0.0033,688,590.00,NVDA201211P00590000,51.8249988555908,0,44.5,48.45,0,0.6543,-0.872,0.0056,17
Fri Dec 11 2020,NVDA201211C00595000,0.580000013113022,-0.34,0.1,0.41,607,0.432,0.0264,0.0025,419,595.00,NVDA201211P00595000,56.6750011444092,-3.275,50.4,52.55,35,0.7051,-0.8778,0.005,1
Fri Dec 11 2020,NVDA201211C00600000,0.474999994039536,-0.295,0.18,0.2,3396,0.4517,0.0202,0.0019,4774,600.00,NVDA201211P00600000,61.6499996185303,-8.07,55.5,58.1,48,0.7583,-0.8811,0.0046,7
Fri Dec 11 2020,NVDA201211C00605000,0.385000005364418,-0.255,0,0.19,128,0.4615,0.0157,0.0015,187,605.00,NVDA201211P00605000,66.5,0,59.4,63,0,0.8123,-0.8837,0.0042,0
Fri Dec 11 2020,NVDA201211C00610000,0.320000007748604,-0.2,0.09,0.25,331,0.4777,0.0125,0.0012,321,610.00,NVDA201211P00610000,71.3250007629394,0,64.35,67.9,0,0.859,-0.8879,0.0039,0
Fri Dec 11 2020,NVDA201211C00615000,0.265000000596046,-0.085,0,0.24,543,0.4946,0.0101,0.001,115,615.00,NVDA201211P00615000,76.2750015258789,0,69.25,72.85,0,0.8903,-0.8955,0.0036,1
Fri Dec 11 2020,NVDA201211C00620000,0.224999994039536,-0.135,0,0.1,188,0.5071,0.0079,0.0007,82,620.00,NVDA201211P00620000,81.3000030517578,0,74.25,77.75,0,0.9353,-0.8986,0.0033,1
Fri Dec 11 2020,NVDA201211C00625000,0.195000000298023,-0.145,0.05,0.22,46,0.5253,0.0067,0.0006,45,625.00,NVDA201211P00625000,86.125,0,79.2,82.7,0,0.9743,-0.9027,0.0031,0
Fri Dec 11 2020,NVDA201211C00630000,0.165000006556511,-0.105,0.03,0.06,13,0.5454,0.0057,0.0005,87,630.00,NVDA201211P00630000,91.4749984741211,0,84.2,87.65,0,1.0149,-0.9059,0.0029,0
Fri Dec 11 2020,NVDA201211C00635000,0.144999995827675,-0.095,0,0.2,16,0.5673,0.0053,0.0005,334,635.00,NVDA201211P00635000,96.0500030517578,0,89.15,92.6,0,1.0133,-0.9181,0.0026,0
Fri Dec 11 2020,NVDA201211C00640000,0.144999995827675,-0.095,0,0.06,144,0.581,0.0044,0.0004,660,640.00,NVDA201211P00640000,101.100002288818,0,94.05,97.55,0,1.0635,-0.9179,0.0025,0
Fri Dec 11 2020,NVDA201211C00645000,0.0850000008940697,-0.035,0.01,0.34,7,0.65,0.007,0.0005,92,645.00,NVDA201211P00645000,106.200000762939,0,99.05,102.5,0,1.0833,-0.924,0.0023,0
Fri Dec 11 2020,NVDA201211C00650000,0.125,-0.085,0.01,0.09,5,0.68,0.0072,0.0005,128,650.00,NVDA201211P00650000,111.300003051758,0,104.1,107.4,0,1.1265,-0.9248,0.0022,1
Fri Dec 11 2020,NVDA201211C00660000,0.0800000028684735,-0.04,0,0.32,8,0.6676,0.0033,0.0003,47,660.00,NVDA201211P00660000,121.275001525879,0,114.2,117.3,0,1.1991,-0.9285,0.002,0
Fri Dec 11 2020,NVDA201211C00670000,0.0549999997019768,-0.005,0.03,0.31,2,0.7695,0.0057,0.0004,47,670.00,NVDA201211P00670000,131.125,0,124.25,127.2,0,1.2625,-0.9329,0.0018,0
Fri Dec 11 2020,NVDA201211C00680000,0.0799999982118606,-0.05,0.01,0.18,63,0.7264,0.002,0.0002,167,680.00,NVDA201211P00680000,140.974998474121,0,134.3,137.15,0,1.3381,-0.9346,0.0017,0
Fri Dec 11 2020,NVDA201211C00690000,0.0399999991059303,0,0,0.47,0,0.7773,0.0021,0.0001,22,690.00,NVDA201211P00690000,151.074996948242,0,144.3,147.15,0,1.3979,-0.9381,0.0015,0
Fri Dec 11 2020,NVDA201211C00700000,0.025000000372529,-0.005,0.01,0.04,5,0.7987,0.0015,0.0001,20,700.00,NVDA201211P00700000,160.974998474121,0,154.3,157.15,0,1.4626,-0.9404,0.0014,0
Fri Dec 11 2020,NVDA201211C00710000,0.0299999993294477,-0.02,0,0.01,1,0.7225,0.0003,0,33,710.00,NVDA201211P00710000,170.925003051758,0,164.3,167.15,0,1.5296,-0.9419,0.0013,0
Fri Dec 11 2020,NVDA201211C00720000,0.0350000001490116,0,0,0.46,0,0.9036,0.0019,0.0001,5,720.00,NVDA201211P00720000,180.949996948242,0,175,177.15,0,1.5878,-0.9442,0.0012,0
Fri Dec 11 2020,NVDA201211C00730000,0.00499999988824129,0,0,0.46,0,0.9311,0.0016,0.0001,5,730.00,NVDA201211P00730000,190.949996948242,0,184.3,187.15,0,1.6482,-0.9459,0.0012,0
Fri Dec 11 2020,NVDA201211C00740000,0.0299999993294477,-0.01,0,0.46,1,0.9596,0.0014,0.0001,16,740.00,NVDA201211P00740000,200.900001525879,0,194.3,197.15,0,1.7116,-0.9469,0.0011,0
Fri Dec 11 2020,NVDA201211C00750000,0.0199999995529652,0,0,0.01,0,0.8784,0.0002,0,15,750.00,NVDA201211P00750000,210.950004577637,0,204.3,207.15,0,1.7736,-0.9479,0.001,0
Fri Dec 11 2020,NVDA201211C00760000,0.0199999995529652,0,0,0.46,0,1.0255,0.0012,0.0001,3,760.00,NVDA201211P00760000,220.899993896484,0,214.3,217.15,0,1.8177,-0.9506,0.001,0
Fri Dec 11 2020,NVDA201211C00770000,0.0199999995529652,0,0,0.18,0,1.0319,0.0008,0,3,770.00,NVDA201211P00770000,230.974998474121,0,224.3,227.15,0,1.882,-0.9509,0.0009,0
Fri Dec 11 2020,NVDA201211C00780000,0.025000000372529,0,0,0.46,0,1.1069,0.0012,0.0001,2,780.00,NVDA201211P00780000,240.950004577637,0,234.3,237.15,0,1.9365,-0.952,0.0009,0
Fri Dec 11 2020,NVDA201211C00790000,0.0199999995529652,0,0,0.46,0,1.1663,0.0014,0.0001,1,790.00,NVDA201211P00790000,250.925003051758,0,244.3,247.15,0,1.9854,-0.9535,0.0009,0
Fri Dec 11 2020,NVDA201211C00800000,0.0599999986588955,0,0,0.46,0,1.1932,0.0013,0.0001,6,800.00,NVDA201211P00800000,260.900009155273,0,254.3,257.15,0,2.0338,-0.9548,0.0008,0
Fri Dec 11 2020,NVDA201211C00810000,0.0599999986588955,0,0,0.46,0,1.2084,0.0011,0.0001,5,810.00,NVDA201211P00810000,270.899993896484,0,264.3,267.15,0,2.0894,-0.9553,0.0008,0
Fri Dec 11 2020,NVDA201211C00820000,0.0599999986588955,0,0,0.46,0,1.2694,0.0013,0.0001,0,820.00,NVDA201211P00820000,280.974990844727,0,274.3,277.15,0,2.1401,-0.9562,0.0008,0
Fri Dec 11 2020,NVDA201211C00830000,0.0599999986588955,0,0,0.46,0,1.2945,0.0012,0.0001,0,830.00,NVDA201211P00830000,290.925003051758,0,284.3,287.15,0,2.1946,-0.9566,0.0007,0
Fri Dec 11 2020,NVDA201211C00840000,0.0599999986588955,0,0,0.46,0,1.3303,0.0012,0.0001,0,840.00,NVDA201211P00840000,300.900009155273,0,294.3,297.15,0,2.2338,-0.9581,0.0007,0
Fri Dec 11 2020,NVDA201211C00850000,0.0599999986588955,0,0,0.46,0,1.2997,0.0007,0,0,850.00,NVDA201211P00850000,310.925003051758,0,304.3,307.15,0,2.2965,-0.9577,0.0007,0
Fri Dec 11 2020,NVDA201211C00860000,0.0599999986588955,0,0,0.46,0,1.604,0.0042,0.0001,0,860.00,NVDA201211P00860000,320.974990844727,0,314.3,317.15,0,2.3389,-0.9587,0.0007,0
Fri Dec 11 2020,NVDA201211C00870000,0.0599999986588955,0,0,0.01,0,1.2694,0.0002,0,1,870.00,NVDA201211P00870000,330.975006103516,0,324.3,327.15,0,2.3754,-0.9601,0.0006,0
Fri Dec 11 2020,NVDA201211C00880000,0.0599999986588955,0,0,0.46,0,1.6962,0.0046,0.0001,1,880.00,NVDA201211P00880000,340.900009155273,0,334.3,337.15,0,2.4364,-0.9596,0.0006,0
Fri Dec 11 2020,NVDA201211C00890000,0.0599999986588955,0,0,0.46,0,1.6507,0.003,0.0001,0,890.00,NVDA201211P00890000,350.925003051758,0,344.3,347.15,0,2.466,-0.9613,0.0006,0
Fri Dec 11 2020,NVDA201211C00900000,0.0599999986588955,0,0,0.46,0,1.7185,0.0035,0.0001,3,900.00,NVDA201211P00900000,360.875,0,354.3,357.15,0,2.5155,-0.9615,0.0006,0
Fri Dec 11 2020,NVDA201211C00910000,0.0599999986588955,0,0,0.46,0,1.7495,0.0034,0.0001,1,910.00,NVDA201211P00910000,370.899993896484,0,364.35,367.15,0,2.5592,-0.962,0.0006,0
